CÓDIGO,CLIENTE,REDE,SUBREDE,LOGRADOURO,NUMERO,BAIRRO,CIDADE,ENDEREÇO,A00_LAT,A00_LONG
3739,MERCADINHO FREITAS,,,RUA CORONEL JOSE POMPEU,541,CENTRO,IPUEIRAS,"RUA CORONEL JOSE POMPEU, 541, CENTRO, IPUEIRAS",-4.5434584,-40.7162112
3749,MERCADINHO RONALDO DAVI,,,RUA OSVALDO CRUZ,273,CENTRO,ITAPIPOCA,"RUA OSVALDO CRUZ, 273, CENTRO, ITAPIPOCA",-3.498745,-39.582752
3755,MERCD PAULO TADEU,,,RUA CORONEL JOSE POMPEU,706,CENTRO,IPUEIRAS,"RUA CORONEL JOSE POMPEU, 706, CENTRO, IPUEIRAS",-4.544505,-40.7158825
3756,MERCANTIL ARAUJO - LJ 02,,,RUA JOSE BARROSO VERAS,197,CENTRO,CARNAUBAL,"RUA JOSE BARROSO VERAS, 197, CENTRO, CARNAUBAL",-4.1632447,-40.9382413
3765,KALBIR ATACAREJO - LJ 02,,KALBIR,RUA LUIS GONZAGA DOS SANTOS,1001,PAJUCARA,MARACANAU,"RUA LUIS GONZAGA DOS SANTOS, 1001, PAJUCARA, MARACANAU",-3.8548937,-38.5789869
3771,SUPER MOBYDICK,,SUPER MOBYDICK,AVENIDA CENTRAL,5450,ICARAI,CAUCAIA,"AVENIDA CENTRAL, 5450, ICARAI, CAUCAIA",-3.6736142,-38.6696458
3773,MERCADINHO FLORINDO,,,RUA FRANCISCO MAD CARVALHO,SN,CENTRO,IPUEIRAS,"RUA FRANCISCO MAD CARVALHO, SN, CENTRO, IPUEIRAS",-4.5387092,-40.7170674
3776,OFERTASSO - CONJ PALMEIRAS,,OFERTASSO,RUA SILVINHA TELES,709,CONJUNTO PALMEIRAS,FORTALEZA,"RUA SILVINHA TELES, 709, CONJUNTO PALMEIRAS, FORTALEZA",-3.8471524,-38.5283154
3779,PANIF E MERC PAO & CIA,,,SITIO LAGOA DOS SILVINOS,SN,ZONA RURAL,GUARACIABA DO NORTE,"SITIO LAGOA DOS SILVINOS, SN, ZONA RURAL, GUARACIABA DO NORTE",-4.202815,-40.7793312
3781,MERC GIOVANE,,,RUA SILVA JARDIM,920,CENTRO,VICOSA DO CEARA,"RUA SILVA JARDIM, 920, CENTRO, VICOSA DO CEARA",-3.5604988,-41.0914554
3784,EXTRA - RODOVIARIA (1404),GPA,EXTRA,AVENIDA DEPUTADO OSWALDO STUDART,600,FATIMA,FORTALEZA,"AVENIDA DEPUTADO OSWALDO STUDART, 600, FATIMA, FORTALEZA",-3.7555418,-38.5303956
3785,LAREDO ATACADO E VAREJO,,LAREDO,RUA VIRIATO DE MEDEIROS,1205,CENTRO,SOBRAL,"RUA VIRIATO DE MEDEIROS, 1205, CENTRO, SOBRAL",-3.6847543,-40.3556349
3789,MERCANTIL DUDU UNIAO,,,RUA MANOEL ESTORGIO,830,CENTRO,CARNAUBAL,"RUA MANOEL ESTORGIO, 830, CENTRO, CARNAUBAL",-4.1673727,-40.9388799
3794,MERCADINHO ECONOMICO,,,RODOVIA CE 161,SN,BOM JESUS,MARCO,"RODOVIA CE 161, SN, BOM JESUS, MARCO",-3.10087828,-40.08301735
3815,PAO DE ACUCAR - MUCURIPE (1257),GPA,PAO DE ACUCAR,AVENIDA DA ABOLICAO,3790,MUCURIPE,FORTALEZA,"AVENIDA DA ABOLICAO, 3790, MUCURIPE, FORTALEZA",-3.7277865,-38.4862037
3829,SUPERMERCADO O REGINALDO,,,RUA MAJOR FELINTO,512,CENTRO,CARNAUBAL,"RUA MAJOR FELINTO, 512, CENTRO, CARNAUBAL",-4.1660522,-40.9437582
3838,WESLEY PERMARIA,,,RUA CORONEL JOSE POMPEU,464,CENTRO,IPUEIRAS,"RUA CORONEL JOSE POMPEU, 464, CENTRO, IPUEIRAS",-4.5437228,-40.7161868
3839,MERCAD CARANQUEIJO,,,RUA VALTER CORDEIRO,220,FLORES,ITAPIPOCA,"RUA VALTER CORDEIRO, 220, FLORES, ITAPIPOCA",-3.4799822,-39.5750773
3851,SORVETERIA TONI MEL,,,RUA CORONEL FELIX,1209,CENTRO,IPU,"RUA CORONEL FELIX, 1209, CENTRO, IPU",-4.3236778,-40.7098958
3857,SUPER LONDRINA - LJ 02,FORTAL REDE,,AVENIDA GENIBAU,301,PARQUE GENIBAU,FORTALEZA,"AVENIDA GENIBAU, 301, PARQUE GENIBAU, FORTALEZA",-3.7612019,-38.5984373
3863,SUPER BARBOSAO,,,RUA TORQUATO BRAZ,69,CENTRO,CROATA,"RUA TORQUATO BRAZ, 69, CENTRO, CROATA",-4.4141477,-40.9083753
3867,MERCAN FRIOS,,,RUA TORQUATO BRAZ,103,CENTRO,CROATA,"RUA TORQUATO BRAZ, 103, CENTRO, CROATA",-4.4140252,-40.9078633
3868,MERCEARIA EUDES,,,RUA FONTE NOVO,SN,SAO LUIZ,MORRINHOS,"RUA FONTE NOVO, SN, SAO LUIZ, MORRINHOS",-3.2320953,-40.1167957
3877,MERC O FELICIANO,,,SITIO LAGOA DE CRUZ,SN,ZONA RURAL,CROATA,"SITIO LAGOA DE CRUZ, SN, ZONA RURAL, CROATA",-4.383004,-40.872803
3878,ROGER FERREIRA DE SOUSA,,,RUA LUIZ DE PINHO,SN,CENTRO,CROATA,"RUA LUIZ DE PINHO, SN, CENTRO, CROATA",-4.4155152,-40.9082468
3916,LEOVAN MERCANTIL,,,RUA MARIA NAZARE CAVALCANTE,100,EDMUNDO RODRIGUES,FORQUILHA,"RUA MARIA NAZARE CAVALCANTE, 100, EDMUNDO RODRIGUES, FORQUILHA",-3.8014409,-40.2666206
3918,PADARIA E CONFEITARIA O GALEGO,,,RUA ABDELKADER MAGALHAES,42,MONTE CASTELO,UBAJARA,"RUA ABDELKADER MAGALHAES, 42, MONTE CASTELO, UBAJARA",-3.8483442,-40.91804
3920,QUEIROZ SUPERMERCADO - CAPISTRANO,REDE CEARENSE,QUEIROZ SUPERMERCADO,RUA CEL FCO BEZERRA CAMPELO,16,CENTRO,CAPISTRANO,"RUA CEL FCO BEZERRA CAMPELO, 16, CENTRO, CAPISTRANO",-4.46828015,-38.89896596
3925,MERC SAO FCO,,,RUA MARCOS MINEIRO,94,CENTRO,CROATA,"RUA MARCOS MINEIRO, 94, CENTRO, CROATA",-4.4153712,-40.9099383
3929,MERCIARIA ARAUJO,,,RUA PRESIDENTE MEDICI,SN,BEM VIVER,CARNAUBAL,"RUA PRESIDENTE MEDICI, SN, BEM VIVER, CARNAUBAL",-4.162551,-40.9414654
3934,MERC O LOURO,,,RUA MANOEL DE OLIVEIRA MAGALHAES,SN,BAILARINA,ACARAU,"RUA MANOEL DE OLIVEIRA MAGALHAES, SN, BAILARINA, ACARAU",-2.9064014,-40.1158942
3938,MERCANTIL O HORACIO,,,RUA DANTE VALERIO,SN,CENTRO,FORQUILHA,"RUA DANTE VALERIO, SN, CENTRO, FORQUILHA",-3.7977085,-40.259474
3941,COMERCIO 3 IRMAOS,,,RUA AGRIPIO TEODORO SOARES,113,CENTRO,RERIUTABA,"RUA AGRIPIO TEODORO SOARES, 113, CENTRO, RERIUTABA",-4.1408569,-40.5820192
3942,SUPER SERVE BEM,,,RUA LUIZ DE PINHO,290,CENTRO,CROATA,"RUA LUIZ DE PINHO, 290, CENTRO, CROATA",-4.4165104,-40.9080817
3944,PAO DE ACUCAR - JULIO VENTURA (1252),GPA,PAO DE ACUCAR,RUA BARBARA DE ALENCAR,1887,ALDEOTA,FORTALEZA,"RUA BARBARA DE ALENCAR, 1887, ALDEOTA, FORTALEZA",-3.7399659,-38.5075747
3946,SAO PIO MARCADINHO,,,RODOVIA CINTURAO VERDE,SN,SITIO CAJUACU,TIANGUA,"RODOVIA CINTURAO VERDE, SN, SITIO CAJUACU, TIANGUA",-3.7485374,-40.944553
3952,MERC E PANIFICADORA MAE RAINHA,,,RUA JULIAO PINTO,54,SAO FRANCISCO,APUIARES,"RUA JULIAO PINTO, 54, SAO FRANCISCO, APUIARES",-3.941469,-39.4291845
3953,MERCADINHO MIRO HOUSE,,,RUA SAO JOSE,457,CENTRO,RERIUTABA,"RUA SAO JOSE, 457, CENTRO, RERIUTABA",-4.1439211,-40.5792624
3968,LAREDO - CENTRO,,LAREDO,RUA TERESA CRISTINA,1177,CENTRO,FORTALEZA,"RUA TERESA CRISTINA, 1177, CENTRO, FORTALEZA",-3.7309369,-38.5376384
3977,CENTRAL DAS BALAS,,,AVENIDA PRESIDENTE CASTELO BRANCO,2721,CENTRO,VARJOTA,"AVENIDA PRESIDENTE CASTELO BRANCO, 2721, CENTRO, VARJOTA",-4.1943617,-40.4773384
3981,MERCANTIL CLEITON MORAIS,,,RUA 25 DE SETEMBRO,714,CENTRO,RERIUTABA,"RUA 25 DE SETEMBRO, 714, CENTRO, RERIUTABA",-4.1431403,-40.5815662
3984,MERCADINHO POPULAR,REDE EXATA,,RUA R FRANCISCA CLOTILDE,00315,RODOLFO TEOFILO,FORTALEZA,"RUA R FRANCISCA CLOTILDE, 00315, RODOLFO TEOFILO, FORTALEZA",-3.7412712,-38.5514047
4002,UNICOMPRAS - LJ 03,REDE AMIGOS,UNICOMPRAS,AVENIDA AVENIDA A,600,JEREISSATI III,PACATUBA,"AVENIDA AVENIDA A, 600, JEREISSATI III, PACATUBA",-3.8933999,-38.6076423
4007,MERC SILVEIRA,,,RUA CAPITAO MIGUEL LOPES,821,BRASILIA,BELA CRUZ,"RUA CAPITAO MIGUEL LOPES, 821, BRASILIA, BELA CRUZ",-3.0542364,-40.1724506
4008,MERC SUPER MIX,,,RUA CORONEL RAIMUNDO DE MELO,413,CENTRO,CROATA,"RUA CORONEL RAIMUNDO DE MELO, 413, CENTRO, CROATA",-4.4162712,-40.9074315
4009,PAO DE ACUCAR - CENTER UM (1209),GPA,PAO DE ACUCAR,AVENIDA SANTOS DUMONT,3130,ALDEOTA,FORTALEZA,"AVENIDA SANTOS DUMONT, 3130, ALDEOTA, FORTALEZA",-3.7373679,-38.4974441
4013,VAREJAO CHOCOBALAS - GUACIARA,,CHOCOBALAS,RUA MONSENHOR EURICO,498,CENTRO,GUARACIABA DO NORTE,"RUA MONSENHOR EURICO, 498, CENTRO, GUARACIABA DO NORTE",-4.1583373,-40.7515818
4015,MERCADINHO VILBERTO,,,RUA APRAZIVEL,54,APRAZIVEL,SOBRAL,"RUA APRAZIVEL, 54, APRAZIVEL, SOBRAL",-3.7559959,-40.5554829
4028,LAREDO - MESSEJANA,,LAREDO,RUA CESARIO LANGE,57,MESSEJANA,FORTALEZA,"RUA CESARIO LANGE, 57, MESSEJANA, FORTALEZA",-3.8298139,-38.4907932
4029,COMETA (TIBURCIO CAVALCANTE),COMETA,,RUA TIBURCIO CAVALCANTE,1885,ALDEOTA,FORTALEZA,"RUA TIBURCIO CAVALCANTE, 1885, ALDEOTA, FORTALEZA",-3.7411822,-38.5041525
4040,SUPERMERCADO O BARBOSAO,,,RUA FRANCISCO CAFAJE,229,BETANIA,CROATA,"RUA FRANCISCO CAFAJE, 229, BETANIA, CROATA",-4.3556388,-40.8637031
4047,MERCADINHO ANTONIO LEO,,,RUA DOS MOTAS,SN,UBAUNA,COREAU,"RUA DOS MOTAS, SN, UBAUNA, COREAU",-3.74533,-40.6933321
4057,OFERTASSO - JOSE WALTER,,OFERTASSO,AVENIDA I,1001,PREFEITO JOSE WALTER,FORTALEZA,"AVENIDA I, 1001, PREFEITO JOSE WALTER, FORTALEZA",-3.83330121,-38.55298266
4064,MERCANTIL ZE GOMES,,,RUA MAJOR JOAO RIBEIRO,33,CENTRO,ITAPAJE,"RUA MAJOR JOAO RIBEIRO, 33, CENTRO, ITAPAJE",-3.6843634,-39.5852656
4067,MERCANTIL AZEVEDO,REDE EXATA,,AVENIDA MAJOR ASSIS,3044,VILA VELHA,FORTALEZA,"AVENIDA MAJOR ASSIS, 3044, VILA VELHA, FORTALEZA",-3.7188623,-38.6057626
4082,ESQUINA DAS FRUTAS,,,RUA DOUTOR MANOEL JOAQUIM,226,CENTRO,SANTANA DO ACARAU,"RUA DOUTOR MANOEL JOAQUIM, 226, CENTRO, SANTANA DO ACARAU",-3.4630951,-40.2088281
4089,COMPREMAX - METROPOLE,REDE PARCERIA,COMPRE MAX,AVENIDA NOVA METROPOLE LADO,137,ARIANOPOLIS,CAUCAIA,"AVENIDA NOVA METROPOLE LADO, 137, ARIANOPOLIS, CAUCAIA",-3.7666193,-38.6538536
4093,MERC SANTO ANTONIO,,,RUA ANTONINO MAGALHAES,126,SWAT,SAO LUIS DO CURU,"RUA ANTONINO MAGALHAES, 126, SWAT, SAO LUIS DO CURU",-3.669965,-39.2387814
4094,COMERCIAL BOM PRECO,,,RUA MIGUEL ARCANJO MENESES,323,ARANAU,ACARAU,"RUA MIGUEL ARCANJO MENESES, 323, ARANAU, ACARAU",-2.8222411,-40.2247312
4097,MERC O BOLINHA,,,RUA BERNARDO RODRIGUES MOURAO,SN,MATRIZ,IPUEIRAS,"RUA BERNARDO RODRIGUES MOURAO, SN, MATRIZ, IPUEIRAS",-4.5725548,-40.8167946
4102,MERC BOCA LOUCA,,,OUTROS DISTRITO MATRIZ,SN,MATRIZ,IPUEIRAS,"OUTROS DISTRITO MATRIZ, SN, MATRIZ, IPUEIRAS",-4.5725548,-40.8167946
4111,PAO DE ACUCAR - FATIMA (0255),GPA,PAO DE ACUCAR,RUA DR COSTA ARAUJO,1132,FATIMA,FORTALEZA,"RUA DR COSTA ARAUJO, 1132, FATIMA, FORTALEZA",-3.746476,-38.5313805
4119,MERC SAO JOAO,REDE INTEGRADA,,RUA PEREIRA SILVA,1626,SIQUEIRA,FORTALEZA,"RUA PEREIRA SILVA, 1626, SIQUEIRA, FORTALEZA",-3.81089439,-38.62849329
4128,SUPERMERCADO FERNANDO - LIONS CLUB,,SUPERMERCADO FERNANDO,AVENIDA PREFEITO JAQUES NUNES,1724,CENTRO,TIANGUA,"AVENIDA PREFEITO JAQUES NUNES, 1724, CENTRO, TIANGUA",-3.7205493,-40.9897329
4132,ITA MERCANTIL,REDE INTEGRADA,,RUA SÃO FRANCISCO,81,CENTRO,ITAPIUNA,"RUA SÃO FRANCISCO, 81, CENTRO, ITAPIUNA",-4.56293982,-38.92263067
4133,SAO GERALDO - MATRIZ,,SAO GERALDO,RUA TABELIAO ENEAS,645,CENTRO,QUIXADA,"RUA TABELIAO ENEAS, 645, CENTRO, QUIXADA",-4.9687285,-39.016988
4134,MERC VALMIR,,,RUA RANCHO DO PEIXE,SN,VILA PREA,CRUZ,"RUA RANCHO DO PEIXE, SN, VILA PREA, CRUZ",-2.8164648,-40.4080787
4137,PANIFICADORA RAFAELLY,REDE EXATA,,AVENIDA III,168,JEREISSATI I,MARACANAU,"AVENIDA III, 168, JEREISSATI I, MARACANAU",-3.881963,-38.6188955
4141,PAO DE ACUCAR - NAUTICO (1004),GPA,PAO DE ACUCAR,AVENIDA DA ABOLICAO,2900,MEIRELES,FORTALEZA,"AVENIDA DA ABOLICAO, 2900, MEIRELES, FORTALEZA",-3.7274751,-38.4937798
4148,SAO GERALDO - ALTO,,SAO GERALDO,RUA EPITACIO PESSOA,783,IRAJA,QUIXADA,"RUA EPITACIO PESSOA, 783, IRAJA, QUIXADA",-4.9687101,-39.0100215
4150,MERCANTIL ARIMATEIA,,,RUA SENHOR DE CASTRO,123,CENTRO,BARREIRA,"RUA SENHOR DE CASTRO, 123, CENTRO, BARREIRA",-4.2878179,-38.639048
4157,SAO GERALDO - HERVAL,,SAO GERALDO,AVENIDA PLACIDO CASTELO,2209,HERVAL,QUIXADA,"AVENIDA PLACIDO CASTELO, 2209, HERVAL, QUIXADA",-4.9665749,-39.016231
4168,MERC E PADARIA JUNIOR,,,RUA TRV DO CEMITERIO,SN,CENTRO,SAO LUIS DO CURU,"RUA TRV DO CEMITERIO, SN, CENTRO, SAO LUIS DO CURU",-3.6735218,-39.2345364
4169,MERCADINHO BELA VISTA,,,RUA FRANCISCO ADENIZIO CORDEIRO,582,BELA VISTA,CANINDE,"RUA FRANCISCO ADENIZIO CORDEIRO, 582, BELA VISTA, CANINDE",-4.3461438,-39.3093746
4188,MERC ISMARQUE,,,RUA MONSENHOR SABINO,37,CAICARA,CRUZ,"RUA MONSENHOR SABINO, 37, CAICARA, CRUZ",-2.8588646,-40.412175
4196,MERCANTIL AZEVEDO,REDE EXATA,,RUA R ARISTOTELES BEZERRA,00260,ELLERY,FORTALEZA,"RUA R ARISTOTELES BEZERRA, 00260, ELLERY, FORTALEZA",-3.7197075,-38.5576325
4197,PAO DE ACUCAR - SANTOS DUMONT (1220),GPA,PAO DE ACUCAR,AVENIDA SANTOS DUMONT,1169,ALDEOTA,FORTALEZA,"AVENIDA SANTOS DUMONT, 1169, ALDEOTA, FORTALEZA",-3.7306636,-38.5131575
4202,CENTERBOX - JD IRACEMA,CENTERBOX,,RUA ALBERTO DE OLIVEIRA,1739,FLORESTA,FORTALEZA,"RUA ALBERTO DE OLIVEIRA, 1739, FLORESTA, FORTALEZA",-3.71767679,-38.57899347
4206,MK MERCANTIL - ARANAU,,MK MERCANTIL,RUA FRANCISCO SALGUEIRO FILHO,100,ARANAU,ACARAU,"RUA FRANCISCO SALGUEIRO FILHO, 100, ARANAU, ACARAU",-2.8228163,-40.2232476
4214,MERCADINHO MENDONCA,,,RUA MONSENHOR SOLON,208,CENTRO,TURURU,"RUA MONSENHOR SOLON, 208, CENTRO, TURURU",-3.5991557,-39.4351157
4220,MERCANTIL FEIRA DO POVO,,,RUA NOSSA SENHORA DE FATIMA,2256,TABAPUAZINHO,CAUCAIA,"RUA NOSSA SENHORA DE FATIMA, 2256, TABAPUAZINHO, CAUCAIA",-3.7394136,-38.61972
4221,PAO DE ACUCAR - BEZERRA DE MENEZES (2375),GPA,PAO DE ACUCAR,AVENIDA BEZERRA DE MENEZES,1498,SAO GERARDO,FORTALEZA,"AVENIDA BEZERRA DE MENEZES, 1498, SAO GERARDO, FORTALEZA",-3.7335995,-38.5586262
4223,EMPORIO CENTRAL,,,AVENIDA PEDRO CIPRIANO,SN,CENTRO,SAO LUIS DO CURU,"AVENIDA PEDRO CIPRIANO, SN, CENTRO, SAO LUIS DO CURU",-3.6712194,-39.2356275
4227,ANALI - PANAMERICANO,REDE PARCERIA,ANALI,RUA RIO GRANDE DO SUL,852,DEMOCRITO ROCHA,FORTALEZA,"RUA RIO GRANDE DO SUL, 852, DEMOCRITO ROCHA, FORTALEZA",-3.755808,-38.5661829
4230,MERCANFRIOS O FERNANDO,,,RUA SETE DE SETEMBRO,44,CENTRO,CRUZ,"RUA SETE DE SETEMBRO, 44, CENTRO, CRUZ",-2.9177658,-40.1741602
4246,NT MERCADINHO,,,RUA PADRE CICERO,SN,QUATRO BOCAS,PARACURU,"RUA PADRE CICERO, SN, QUATRO BOCAS, PARACURU",-3.5253973,-39.0706166
4249,MERC PINHEIRO NETO,,,RUA CARLOS ANTONIO SALES,SN,CENTRO,UMIRIM,"RUA CARLOS ANTONIO SALES, SN, CENTRO, UMIRIM",-3.6791176,-39.3488202
4254,MERC AMARANTE,,,RUA CORONEL JOSE POMPEU,SN,CENTRO,IPUEIRAS,"RUA CORONEL JOSE POMPEU, SN, CENTRO, IPUEIRAS",-4.5408342,-40.717365
4257,MERCANTIL MUNDIAL,,COMERCIO MUNDIAL,RUA ROCILDA MARTINS,360,PARAISO,CARIRE,"RUA ROCILDA MARTINS, 360, PARAISO, CARIRE",-3.9552751,-40.479347
4258,TUTI FRIOS,,,RUA FRANCISCO BEZERRA,185,CENTRO,GUARACIABA DO NORTE,"RUA FRANCISCO BEZERRA, 185, CENTRO, GUARACIABA DO NORTE",-4.1643375,-40.7499188
4259,MERC PEDRO CHAGAS,,,RUA MARCOS MINEIRO,98,CENTRO,CROATA,"RUA MARCOS MINEIRO, 98, CENTRO, CROATA",-4.4154105,-40.909948
4270,ATACADAO DO VALE - ACARAU,,ATACADAO DO VALE,RUA HUGO MARTINS,331,PEDRINHAS,ACARAU,"RUA HUGO MARTINS, 331, PEDRINHAS, ACARAU",-2.8805732,-40.1197128
4271,PAO DE ACUCAR - COCO (1253),GPA,PAO DE ACUCAR,AVENIDA ENG SANTANA JUNIOR,2277,COCO,FORTALEZA,"AVENIDA ENG SANTANA JUNIOR, 2277, COCO, FORTALEZA",-3.7430401,-38.4859163
4272,MERCEARIA PADRE CICERO ITAPERI,REDE EXATA,,RUA FRIESIO BARROSO,387,MONDUBIM,FORTALEZA,"RUA FRIESIO BARROSO, 387, MONDUBIM, FORTALEZA",-3.8131261,-38.5610963
4276,COMERCIO MUNDIAL - JIJOCA,,COMERCIO MUNDIAL,AVENIDA RAIMUNDO BARROS,163,CENTRO,JIJOCA DE JERICOACOARA,"AVENIDA RAIMUNDO BARROS, 163, CENTRO, JIJOCA DE JERICOACOARA",-2.8965462,-40.4514937
4280,PANIFICADORA NOVA JIJOCA,,,RUA IZALTA VASCONCELOS,1517,CENTRO,JIJOCA DE JERICOACOARA,"RUA IZALTA VASCONCELOS, 1517, CENTRO, JIJOCA DE JERICOACOARA",-2.8972593,-40.4497853
4284,PAO DE ACUCAR - LUCIANO CAVALCANTE (2374),GPA,PAO DE ACUCAR,AVENIDA WASHINGTON SOARES,1500,LUCIANO CAVALCANTE,FORTALEZA,"AVENIDA WASHINGTON SOARES, 1500, LUCIANO CAVALCANTE, FORTALEZA",-3.772043,-38.4828363
4290,MERC SAO TOME,,,RUA ANTONIO FELICIANO DE CARVALHO,136,CENTRO,VICOSA DO CEARA,"RUA ANTONIO FELICIANO DE CARVALHO, 136, CENTRO, VICOSA DO CEARA",-3.5676347,-41.0911185
4293,CENTERBOX - CAUCAIA,CENTERBOX,,AVENIDA EDSON DA MOTA CORREIA,1125,CENTRO,CAUCAIA,"AVENIDA EDSON DA MOTA CORREIA, 1125, CENTRO, CAUCAIA",-3.7347353,-38.6595839
4296,MERCANTIL SERVE BEM,,,RUA CARPINA,131,JUREMA,CAUCAIA,"RUA CARPINA, 131, JUREMA, CAUCAIA",-3.7654476,-38.6541599
4306,SUPERMERCADO POPULAR,,,RUA JOSE RUFINO PEREIRA,35,CENTRO,UBAJARA,"RUA JOSE RUFINO PEREIRA, 35, CENTRO, UBAJARA",-3.8540315,-40.9207148
4309,COMERCIO MUNDIAL - CRUZ,,COMERCIO MUNDIAL,AVENIDA CENTRAL,SN,PREA,CRUZ,"AVENIDA CENTRAL, SN, PREA, CRUZ",-2.8125804,-40.4162946
4315,MERC SAO JOSE,,,RUA DOUTOR MANOEL JOAQUIM,577,ALTO DA LIBERDADE,SANTANA DO ACARAU,"RUA DOUTOR MANOEL JOAQUIM, 577, ALTO DA LIBERDADE, SANTANA DO ACARAU",-3.4570399,-40.21139
4328,CANTINHO DA NEGA,,,RUA MANOEL HONORIO DE BRITO,11,BAIRRO DE FATIMA,CARIRE,"RUA MANOEL HONORIO DE BRITO, 11, BAIRRO DE FATIMA, CARIRE",-3.9557613,-40.4778154
4339,RAIMUNDO MOTA PEREIRA,,,RUA JURANDIR CHAVES,60,PADRE LIMA,ITAPAJE,"RUA JURANDIR CHAVES, 60, PADRE LIMA, ITAPAJE",-3.677192,-39.5911994
4341,ENCONTRO DOS AMIGOS,,,RUA VICENTE RIBEIRO,781,CENTRO,CARNAUBAL,"RUA VICENTE RIBEIRO, 781, CENTRO, CARNAUBAL",-4.1661997,-40.9372922
4342,JB SUPERMERCADO - CAPITAO P. SAMPAIO,REDE CEARENSE,JB SUPERMERCADO,RUA JOSE PAIXAO,2045,CAPITAO PEDRO SAMPAIO,CANINDE,"RUA JOSE PAIXAO, 2045, CAPITAO PEDRO SAMPAIO, CANINDE",-4.3550761,-39.3242857
4354,MERC UNIAO,,UNIAO,AVENIDA JOAO BATISTA RIOS,2162,CENTRO,ITAREMA,"AVENIDA JOAO BATISTA RIOS, 2162, CENTRO, ITAREMA",-2.9237703,-39.9116592
4381,COMPREMAX - OFERTAO MAX,REDE PARCERIA,COMPRE MAX,RUA PRESIDENTE GETULIO VARGAS,8,CENTRO,CAUCAIA,"RUA PRESIDENTE GETULIO VARGAS, 8, CENTRO, CAUCAIA",-3.72905976,-38.65588134
4393,COMETA (PE ANTONIO TOMAS),COMETA,,AVENIDA PE ANTONIO TOMAS,871,ALDEOTA,FORTALEZA,"AVENIDA PE ANTONIO TOMAS, 871, ALDEOTA, FORTALEZA",-3.7411919,-38.4958533
4396,ROSANGELA SANTOS FERREIRA CAMARA,,,RUA NOSSA SENHORA DE FATIMA,1982,TABAPUA,CAUCAIA,"RUA NOSSA SENHORA DE FATIMA, 1982, TABAPUA, CAUCAIA",-3.7388981,-38.6193975
4403,BOM FRANGO,,,AVENIDA MAJOR SALES,102,CENTRO,URUBURETAMA,"AVENIDA MAJOR SALES, 102, CENTRO, URUBURETAMA",-3.623667,-39.5006896
4404,MERCANTIL BOM PRECO,,,RUA TENENTE EUFRASIO,761,CENTRO,FRECHEIRINHA,"RUA TENENTE EUFRASIO, 761, CENTRO, FRECHEIRINHA",-3.7598882,-40.8138289
4412,COMERCIAL O MOISES,,,RUA NOSSA SENHORA DE FATIMA,209,CENTRO,BELA CRUZ,"RUA NOSSA SENHORA DE FATIMA, 209, CENTRO, BELA CRUZ",-3.0592586,-40.1653967
4416,MERC ONOFRE,,,RUA ANTONIO FELICIANO DE CARVALHO,154,CENTRO,VICOSA DO CEARA,"RUA ANTONIO FELICIANO DE CARVALHO, 154, CENTRO, VICOSA DO CEARA",-3.5675937,-41.0905354
4424,PADARIA DIVINA PADOCA,,,RUA CAPITAO JOAQUIM FRANCISCO,1427,LAPA,FRECHEIRINHA,"RUA CAPITAO JOAQUIM FRANCISCO, 1427, LAPA, FRECHEIRINHA",-3.7590972,-40.8108468
4426,PAO DA VIDA LANCHES,,,RUA PROFESSOR JOÃO VIANA,594,CENTRO,VICOSA DO CEARA,"RUA PROFESSOR JOÃO VIANA, 594, CENTRO, VICOSA DO CEARA",-3.5665685,-41.0909914
4427,MERC BOM PRECO - TIANGUA,,,RUA DEPUTADO MANOEL FRANCISCO,707,CENTRO,TIANGUA,"RUA DEPUTADO MANOEL FRANCISCO, 707, CENTRO, TIANGUA",-3.7272489,-40.9922744
4444,MERCADINHO O FLAVIO,,,RUA NOVO CROATA,SN,CROATA,SAO GONCALO DO AMARANTE,"RUA NOVO CROATA, SN, CROATA, SAO GONCALO DO AMARANTE",-3.6772658,-39.1196174
4458,CENTERBOX - BARRA,CENTERBOX,,AVENIDA CEL CARVALHO,901,BARRA DO CEARA,FORTALEZA,"AVENIDA CEL CARVALHO, 901, BARRA DO CEARA, FORTALEZA",-3.7100856,-38.5897058
4474,MERCADINHO POPULAR - GUARAC.,,,RUA PREFEITO METON SILVANO,763,SANTA LUZIA,GUARACIABA DO NORTE,"RUA PREFEITO METON SILVANO, 763, SANTA LUZIA, GUARACIABA DO NORTE",-4.1572744,-40.7632532
4481,SUPERMERCADO MARTMAG - GUARACIABA,,SUPERMERCADO MARTMAG,RUA FRANCISCO BEZERRA,38,CENTRO,GUARACIABA DO NORTE,"RUA FRANCISCO BEZERRA, 38, CENTRO, GUARACIABA DO NORTE",-4.1640751,-40.7499879
4504,MERCANTIL O TIAO,,,RUA ANTONIO HENRIQUE DE AZEVEDO,540,CENTRO,PARAIPABA,"RUA ANTONIO HENRIQUE DE AZEVEDO, 540, CENTRO, PARAIPABA",-3.4318427,-39.1481884
4509,MINI BOM PRECO,,,RUA DA CONSOLACAO,610,NOVO PABUSSU,CAUCAIA,"RUA DA CONSOLACAO, 610, NOVO PABUSSU, CAUCAIA",-3.7289393,-38.6654165
